cod,nome,uf
420300,CAÇADOR,SC
350850,CAÇAPAVA,SP
430280,CAÇAPAVA DO SUL,RS
110060,CACAULÂNDIA,RO
430290,CACEQUI,RS
510250,CÁCERES,MT
290490,CACHOEIRA,BA
520410,CACHOEIRA ALTA,GO
310960,CACHOEIRA DA PRATA,MG
520420,CACHOEIRA DE GOIÁS,GO
310970,CACHOEIRA DE MINAS,MG
310270,CACHOEIRA DE PAJEÚ,MG
150200,CACHOEIRA DO ARARI,PA
150195,CACHOEIRA DO PIRIÁ,PA
430300,CACHOEIRA DO SUL,RS
250330,CACHOEIRA DOS ÍNDIOS,PB
520425,CACHOEIRA DOURADA (GO),GO
310980,CACHOEIRA DOURADA (MG),MG
210237,CACHOEIRA GRANDE,MA
350860,CACHOEIRA PAULISTA,SP
330080,CACHOEIRAS DE MACACU,RJ
260310,CACHOEIRINHA (PE),PE
430310,CACHOEIRINHA (RS),RS
170382,CACHOEIRINHA (TO),TO
320120,CACHOEIRO DE ITAPEMIRIM,ES
250340,CACIMBA DE AREIA,PB
250350,CACIMBA DE DENTRO,PB
250355,CACIMBAS,PB
270120,CACIMBINHAS,AL
430320,CACIQUE DOBLE,RS
110004,CACOAL,RO
350870,CACONDE,SP
520430,CAÇU,GO
290500,CACULÉ,BA
290510,CAÉM,BA
310990,CAETANÓPOLIS,MG
290515,CAETANOS,BA
311000,CAETÉ,MG
260320,CAETÉS,PE
290520,CAETITÉ,BA
290530,CAFARNAUM,BA
410340,CAFEARA,PR
410345,CAFELÂNDIA (PR),PR
350880,CAFELÂNDIA (SP),SP
410347,CAFEZAL DO SUL,PR
350890,CAIABU,SP
311010,CAIANA,MG
520440,CAIAPÔNIA,GO
430330,CAIBATÉ,RS
420310,CAIBI,SC
250360,CAIÇARA (PB),PB
430340,CAIÇARA (RS),RS
240185,CAIÇARA DO NORTE,RN
240190,CAIÇARA DO RIO DO VENTO,RN
240200,CAICÓ,RN
350900,CAIEIRAS,SP
290540,CAIRU,BA
350910,CAIUÁ,SP
350920,CAJAMAR,SP
210240,CAJAPIÓ,MA
210250,CAJARI,MA
350925,CAJATI,SP
250370,CAJAZEIRAS,PB
220207,CAJAZEIRAS DO PIAUÍ,PI
250375,CAJAZEIRINHAS,PB
350930,CAJOBI,SP
270130,CAJUEIRO,AL
220208,CAJUEIRO DA PRAIA,PI
311020,CAJURI,MG
350940,CAJURU,SP
260330,CALÇADO,PE
160020,CALÇOENE,AP
311030,CALDAS,MG
250380,CALDAS BRANDÃO,PB
520450,CALDAS NOVAS,GO
520455,CALDAZINHA,GO
290550,CALDEIRÃO GRANDE,BA
220209,CALDEIRÃO GRANDE DO PIAUÍ,PI
410350,CALIFÓRNIA,PR
420315,CALMON,SC
260340,CALUMBI,PE
290560,CAMACAN,BA
290570,CAMAÇARI,BA
311040,CAMACHO,MG
250390,CAMALAÚ,PB
290580,CAMAMU,BA
311050,CAMANDUCAIA,MG
500260,CAMAPUÃ,MS
430350,CAMAQUÃ,RS
260345,CAMARAGIBE,PE
430355,CAMARGO,RS
410360,CAMBARÁ,PR
430360,CAMBARÁ DO SUL,RS
410370,CAMBÉ,PR
410380,CAMBIRA,PR
420320,CAMBORIÚ,SC
330090,CAMBUCI,RJ
311060,CAMBUÍ,MG
311070,CAMBUQUIRA,MG
150210,CAMETÁ,PA
230260,CAMOCIM,CE
260350,CAMOCIM DE SÃO FÉLIX,PE
311080,CAMPANÁRIO,MG
311090,CAMPANHA,MG
270135,CAMPESTRE (AL),AL
311100,CAMPESTRE (MG),MG
430367,CAMPESTRE DA SERRA,RS
520460,CAMPESTRE DE GOIÁS,GO
210255,CAMPESTRE DO MARANHÃO,MA
410390,CAMPINA DA LAGOA,PR
430370,CAMPINA DAS MISSÕES,RS
350945,CAMPINA DO MONTE ALEGRE,SP
410395,CAMPINA DO SIMÃO,PR
250400,CAMPINA GRANDE,PB
410400,CAMPINA GRANDE DO SUL,PR
311110,CAMPINA VERDE,MG
520465,CAMPINAÇU,GO
510260,CAMPINÁPOLIS,MT
350950,CAMPINAS,SP
220210,CAMPINAS DO PIAUÍ,PI
430380,CAMPINAS DO SUL,RS
520470,CAMPINORTE,GO
270140,CAMPO ALEGRE (AL),AL
420330,CAMPO ALEGRE (SC),SC
520480,CAMPO ALEGRE DE GOIÁS,GO
290590,CAMPO ALEGRE DE LOURDES,BA
220211,CAMPO ALEGRE DO FIDALGO,PI
311115,CAMPO AZUL,MG
311120,CAMPO BELO,MG
420340,CAMPO BELO DO SUL,SC
430390,CAMPO BOM,RS
410405,CAMPO BONITO,PR
280100,CAMPO DO BRITO,SE
311130,CAMPO DO MEIO,MG
410410,CAMPO DO TENENTE,PR
420350,CAMPO ERÊ,SC
311140,CAMPO FLORIDO,MG
290600,CAMPO FORMOSO,BA
270150,CAMPO GRANDE (AL),AL
500270,CAMPO GRANDE (MS),MS
220213,CAMPO GRANDE DO PIAUÍ,PI
410420,CAMPO LARGO,PR
220217,CAMPO LARGO DO PIAUÍ,PI
520485,CAMPO LIMPO DE GOIÁS,GO
350960,CAMPO LIMPO PAULISTA,SP
410425,CAMPO MAGRO,PR
220220,CAMPO MAIOR,PI
410430,CAMPO MOURÃO,PR
430400,CAMPO NOVO,RS
110070,CAMPO NOVO DE RONDÔNIA,RO
510263,CAMPO NOVO DO PARECIS,MT
240210,CAMPO REDONDO,RN
510267,CAMPO VERDE,MT
311150,CAMPOS ALTOS,MG
520490,CAMPOS BELOS,GO
430410,CAMPOS BORGES,RS
510268,CAMPOS DE JÚLIO,MT
350970,CAMPOS DO JORDÃO,SP
330100,CAMPOS DOS GOYTACAZES,RJ
311160,CAMPOS GERAIS,MG
170384,CAMPOS LINDOS,TO
420360,CAMPOS NOVOS,SC
350980,CAMPOS NOVOS PAULISTA,SP
230270,CAMPOS SALES,CE
520495,CAMPOS VERDES,GO
260360,CAMUTANGA,PE
311190,CANA VERDE,MG
311170,CANAÃ,MG
150215,CANAÃ DOS CARAJÁS,PA
510269,CANABRAVA DO NORTE,MT
350990,CANANÉIA,SP
270160,CANAPI,AL
290610,CANÁPOLIS (BA),BA
311180,CANÁPOLIS (MG),MG
290620,CANARANA (BA),BA
510270,CANARANA (MT),MT
350995,CANAS,SP
220225,CANAVIEIRA,PI
290630,CANAVIEIRAS,BA
290640,CANDEAL,BA
290650,CANDEIAS (BA),BA
311200,CANDEIAS (MG),MG
110080,CANDEIAS DO JAMARI,RO
430420,CANDELÁRIA,RS
290660,CANDIBA,BA
410440,CÂNDIDO DE ABREU,PR
430430,CÂNDIDO GODÓI,RS
210260,CÂNDIDO MENDES,MA
351000,CÂNDIDO MOTA,SP
351010,CÂNDIDO RODRIGUES,SP
290670,CÂNDIDO SALES,BA
430435,CANDIOTA,RS
410442,CANDÓI,PR
430440,CANELA,RS
420370,CANELINHA,SC
240220,CANGUARETAMA,RN
430450,CANGUÇU,RS
280110,CANHOBA,SE
260370,CANHOTINHO,PE
230280,CANINDÉ,CE
280120,CANINDÉ DE SÃO FRANCISCO,SE
351015,CANITAR,SP
430460,CANOAS,RS
420380,CANOINHAS,SC
290680,CANSANÇÃO,BA
140017,CANTÁ,RR
311205,CANTAGALO (MG),MG
410445,CANTAGALO (PR),PR
330110,CANTAGALO (RJ),RJ
210270,CANTANHEDE,MA
220230,CANTO DO BURITI,PI
290682,CANUDOS,BA
430461,CANUDOS DO VALE,RS
130090,CANUTAMA,AM
150220,CAPANEMA (PA),PA
410450,CAPANEMA (PR),PR
420325,CAPÃO ALTO,SC
351020,CAPÃO BONITO,SP
430462,CAPÃO BONITO DO SUL,RS
430463,CAPÃO DA CANOA,RS
430465,CAPÃO DO CIPÓ,RS
430466,CAPÃO DO LEÃO,RS
311210,CAPARAÓ,MG
270170,CAPELA (AL),AL
280130,CAPELA (SE),SE
430468,CAPELA DE SANTANA,RS
351030,CAPELA DO ALTO,SP
290685,CAPELA DO ALTO ALEGRE,BA
311220,CAPELA NOVA,MG
311230,CAPELINHA,MG
311240,CAPETINGA,MG
250403,CAPIM,PB
311250,CAPIM BRANCO,MG
290687,CAPIM GROSSO,BA
311260,CAPINÓPOLIS,MG
420390,CAPINZAL,SC
210275,CAPINZAL DO NORTE,MA
230290,CAPISTRANO,CE
430469,CAPITÃO,RS
311265,CAPITÃO ANDRADE,MG
220240,CAPITÃO DE CAMPOS,PI
311270,CAPITÃO ENÉAS,MG
220245,CAPITÃO GERVÁSIO OLIVEIRA,PI
410460,CAPITÃO LEÔNIDAS MARQUES,PR
150230,CAPITÃO POÇO,PA
311280,CAPITÓLIO,MG
351040,CAPIVARI,SP
420395,CAPIVARI DE BAIXO,SC
430467,CAPIVARI DO SUL,RS
120017,CAPIXABA,AC
260380,CAPOEIRAS,PE
311290,CAPUTIRA,MG
430471,CARAÁ,RS
140020,CARACARAÍ,RR
500280,CARACOL (MS),MS
220250,CARACOL (PI),PI
351050,CARAGUATATUBA,SP
311300,CARAÍ,MG
290689,CARAÍBAS,BA
410465,CARAMBEÍ,PR
311310,CARANAÍBA,MG
311320,CARANDAÍ,MG
311330,CARANGOLA,MG
330093,CARAPEBUS,RJ
351060,CARAPICUÍBA,SP
311340,CARATINGA,MG
130100,CARAUARI,AM
250407,CARAÚBAS (PB),PB
240230,CARAÚBAS (RN),RN
220253,CARAÚBAS DO PIAUÍ,PI
290690,CARAVELAS,BA
430470,CARAZINHO,RS
311350,CARBONITA,MG
290700,CARDEAL DA SILVA,BA
351070,CARDOSO,SP
330115,CARDOSO MOREIRA,RJ
311360,CAREAÇU,MG
130110,CAREIRO,AM
130115,CAREIRO DA VÁRZEA,AM
320130,CARIACICA,ES
230300,CARIDADE,CE
220255,CARIDADE DO PIAUÍ,PI
290710,CARINHANHA,BA
280140,CARIRA,SE
230310,CARIRÉ,CE
170386,CARIRI DO TOCANTINS,TO
230320,CARIRIAÇU,CE
230330,CARIÚS,CE
510279,CARLINDA,MT
410470,CARLÓPOLIS,PR
430480,CARLOS BARBOSA,RS
311370,CARLOS CHAGAS,MG
430485,CARLOS GOMES,RS
311380,CARMÉSIA,MG
330120,CARMO,RJ
311390,CARMO DA CACHOEIRA,MG
311400,CARMO DA MATA,MG
311410,CARMO DE MINAS,MG
311420,CARMO DO CAJURU,MG
311430,CARMO DO PARANAÍBA,MG
311440,CARMO DO RIO CLARO,MG
520500,CARMO DO RIO VERDE,GO
170388,CARMOLÂNDIA,TO
280150,CARMÓPOLIS,SE
311450,CARMÓPOLIS DE MINAS,MG
260390,CARNAÍBA,PE
240240,CARNAÚBA DOS DANTAS,RN
240250,CARNAUBAIS,RN
230340,CARNAUBAL,CE
260392,CARNAUBEIRA DA PENHA,PE
311455,CARNEIRINHO,MG
270180,CARNEIROS,AL
140023,CAROEBE,RR
210280,CAROLINA,MA
260400,CARPINA,PE
311460,CARRANCAS,MG
250410,CARRAPATEIRA,PB
170389,CARRASCO BONITO,TO
260410,CARUARU,PE
210290,CARUTAPERA,MA
311470,CARVALHÓPOLIS,MG
311480,CARVALHOS,MG
351080,CASA BRANCA,SP
311490,CASA GRANDE,MG
290720,CASA NOVA,BA
430490,CASCA,RS
311500,CASCALHO RICO,MG
230350,CASCAVEL (CE),CE
410480,CASCAVEL (PR),PR
170390,CASEARA,TO
430495,CASEIROS,RS
330130,CASIMIRO DE ABREU,RJ
260415,CASINHAS,PE
250415,CASSERENGUE,PB
311510,CÁSSIA,MG
351090,CÁSSIA DOS COQUEIROS,SP
500290,CASSILÂNDIA,MS
150240,CASTANHAL,PA
510285,CASTANHEIRA,MT
110090,CASTANHEIRAS,RO
520505,CASTELÂNDIA,GO
320140,CASTELO,ES
220260,CASTELO DO PIAUÍ,PI
351100,CASTILHO,SP
410490,CASTRO,PR
290730,CASTRO ALVES,BA
311530,CATAGUASES,MG
520510,CATALÃO,GO
351110,CATANDUVA,SP
410500,CATANDUVAS (PR),PR
420400,CATANDUVAS (SC),SC
230360,CATARINA,CE
311535,CATAS ALTAS,MG
311540,CATAS ALTAS DA NORUEGA,MG
260420,CATENDE,PE
351120,CATIGUÁ,SP
250420,CATINGUEIRA,PB
290740,CATOLÂNDIA,BA
250430,CATOLÉ DO ROCHA,PB
290750,CATU,BA
430500,CATUÍPE,RS
311545,CATUJI,MG
230365,CATUNDA,CE
520520,CATURAÍ,GO
290755,CATURAMA,BA
250435,CATURITÉ,PB
311547,CATUTI,MG
230370,CAUCAIA,CE
520530,CAVALCANTE,GO
311550,CAXAMBU,MG
420410,CAXAMBU DO SUL,SC
210300,CAXIAS,MA
430510,CAXIAS DO SUL,RS
220265,CAXINGÓ,PI
240260,CEARÁ-MIRIM,RN
210310,CEDRAL (MA),MA
351130,CEDRAL (SP),SP
230380,CEDRO (CE),CE
260430,CEDRO (PE),PE
280160,CEDRO DE SÃO JOÃO,SE
311560,CEDRO DO ABAETÉ,MG
420415,CELSO RAMOS,SC
430511,CENTENÁRIO (RS),RS
170410,CENTENÁRIO (TO),TO
410510,CENTENÁRIO DO SUL,PR
290760,CENTRAL,BA
311570,CENTRAL DE MINAS,MG
210312,CENTRAL DO MARANHÃO,MA
311580,CENTRALINA,MG
210315,CENTRO DO GUILHERME,MA
210317,CENTRO NOVO DO MARANHÃO,MA
110005,CEREJEIRAS,RO
520540,CERES,GO
351140,CERQUEIRA CÉSAR,SP
351150,CERQUILHO,SP
430512,CERRITO,RS
410520,CERRO AZUL,PR
430513,CERRO BRANCO,RS
240270,CERRO CORÁ,RN
430515,CERRO GRANDE,RS
430517,CERRO GRANDE DO SUL,RS
430520,CERRO LARGO,RS
420417,CERRO NEGRO,SC
351160,CESÁRIO LANGE,SP
410530,CÉU AZUL,PR
520545,CEZARINA,GO
260440,CHÃ DE ALEGRIA,PE
260450,CHÃ GRANDE,PE
270190,CHÃ PRETA,AL
311590,CHÁCARA,MG
311600,CHALÉ,MG
430530,CHAPADA,RS
170510,CHAPADA DA NATIVIDADE,TO
170460,CHAPADA DE AREIA,TO
311610,CHAPADA DO NORTE,MG
510300,CHAPADA DOS GUIMARÃES,MT
311615,CHAPADA GAÚCHA,MG
520547,CHAPADÃO DO CÉU,GO
420419,CHAPADÃO DO LAGEADO,SC
500295,CHAPADÃO DO SUL,MS
210320,CHAPADINHA,MA
420420,CHAPECÓ,SC
351170,CHARQUEADA,SP
430535,CHARQUEADAS,RS
430537,CHARRUA,RS
230390,CHAVAL,CE
355720,CHAVANTES,SP
150250,CHAVES,PA
311620,CHIADOR,MG
430540,CHIAPETTA,RS
410540,CHOPINZINHO,PR
230393,CHORÓ,CE
230395,CHOROZINHO,CE
290770,CHORROCHÓ,BA
430543,CHUÍ,RS
110092,CHUPINGUAIA,RO
430544,CHUVISCA,RS
410550,CIANORTE,PR
290780,CÍCERO DANTAS,BA
410560,CIDADE GAÚCHA,PR
520549,CIDADE OCIDENTAL,GO
210325,CIDELÂNDIA,MA
430545,CIDREIRA,RS
290790,CIPÓ,BA
311630,CIPOTÂNEA,MG
430550,CIRÍACO,RS
311640,CLARAVAL,MG
311650,CLARO DOS POÇÕES,MG
510305,CLÁUDIA,MT
311660,CLÁUDIO,MG
351190,CLEMENTINA,SP
410570,CLEVELÂNDIA,PR
290800,COARACI,BA
130120,COARI,AM
220270,COCAL,PI
220271,COCAL DE TELHA,PI
420425,COCAL DO SUL,SC
220272,COCAL DOS ALVES,PI
510310,COCALINHO,MT
520551,COCALZINHO DE GOIÁS,GO
290810,COCOS,BA
130130,CODAJÁS,AM
210330,CODÓ,MA
210340,COELHO NETO,MA
311670,COIMBRA,MG
270200,COITÉ DO NÓIA,AL
220273,COIVARAS,PI
150260,COLARES,PA
320150,COLATINA,ES
510320,COLÍDER,MT
351200,COLINA,SP
210350,COLINAS (MA),MA
430558,COLINAS (RS),RS
520552,COLINAS DO SUL,GO
170550,COLINAS DO TOCANTINS,TO
171670,COLMÉIA,TO
510325,COLNIZA,MT
351210,COLÔMBIA,SP
410580,COLOMBO,PR
220275,COLÔNIA DO GURGUÉIA,PI
220277,COLÔNIA DO PIAUÍ,PI
270210,COLÔNIA LEOPOLDINA,AL
410590,COLORADO (PR),PR
430560,COLORADO (RS),RS
110006,COLORADO DO OESTE,RO
311680,COLUNA,MG
170555,COMBINADO,TO
311690,COMENDADOR GOMES,MG
330095,COMENDADOR LEVY GASPARIAN,RJ
311700,COMERCINHO,MG
510330,COMODORO,MT
250440,CONCEIÇÃO,PB
311710,CONCEIÇÃO DA APARECIDA,MG
320160,CONCEIÇÃO DA BARRA,ES
311520,CONCEIÇÃO DA BARRA DE MINAS,MG
290820,CONCEIÇÃO DA FEIRA,BA
311730,CONCEIÇÃO DAS ALAGOAS,MG
311720,CONCEIÇÃO DAS PEDRAS,MG
311740,CONCEIÇÃO DE IPANEMA,MG
330140,CONCEIÇÃO DE MACABU,RJ
290830,CONCEIÇÃO DO ALMEIDA,BA
150270,CONCEIÇÃO DO ARAGUAIA,PA
220280,CONCEIÇÃO DO CANINDÉ,PI
320170,CONCEIÇÃO DO CASTELO,ES
290840,CONCEIÇÃO DO COITÉ,BA
290850,CONCEIÇÃO DO JACUÍPE,BA
210355,CONCEIÇÃO DO LAGO-AÇU,MA
311750,CONCEIÇÃO DO MATO DENTRO,MG
311760,CONCEIÇÃO DO PARÁ,MG
311770,CONCEIÇÃO DO RIO VERDE,MG
170560,CONCEIÇÃO DO TOCANTINS,TO
311780,CONCEIÇÃO DOS OUROS,MG
351220,CONCHAL,SP
351230,CONCHAS,SP
420430,CONCÓRDIA,SC
150275,CONCÓRDIA DO PARÁ,PA
250450,CONDADO (PB),PB
260460,CONDADO (PE),PE
290860,CONDE (BA),BA
250460,CONDE (PB),PB
290870,CONDEÚBA,BA
430570,CONDOR,RS
311783,CÔNEGO MARINHO,MG
311787,CONFINS,MG
510335,CONFRESA,MT
250470,CONGO,PB
311790,CONGONHAL,MG
311800,CONGONHAS,MG
311810,CONGONHAS DO NORTE,MG
410600,CONGONHINHAS,PR
311820,CONQUISTA,MG
510336,CONQUISTA D'OESTE,MT
311830,CONSELHEIRO LAFAIETE,MG
410610,CONSELHEIRO MAIRINCK,PR
311840,CONSELHEIRO PENA,MG
311850,CONSOLAÇÃO,MG
430580,CONSTANTINA,RS
311860,CONTAGEM,MG
410620,CONTENDA,PR
290880,CONTENDAS DO SINCORÁ,BA
311870,COQUEIRAL,MG
430583,COQUEIRO BAIXO,RS
270220,COQUEIRO SECO,AL
430585,COQUEIROS DO SUL,RS
311880,CORAÇÃO DE JESUS,MG
290890,CORAÇÃO DE MARIA,BA
410630,CORBÉLIA,PR
330150,CORDEIRO,RJ
351240,CORDEIRÓPOLIS,SP
290900,CORDEIROS,BA
420435,CORDILHEIRA ALTA,SC
311890,CORDISBURGO,MG
311900,CORDISLÂNDIA,MG
230400,COREAÚ,CE
250480,COREMAS,PB
500310,CORGUINHO,MS
290910,CORIBE,BA
311910,CORINTO,MG
410640,CORNÉLIO PROCÓPIO,PR
311920,COROACI,MG
351250,COROADOS,SP
210360,COROATÁ,MA
311930,COROMANDEL,MG
430587,CORONEL BARROS,RS
430590,CORONEL BICACO,RS
410645,CORONEL DOMINGOS SOARES,PR
240280,CORONEL EZEQUIEL,RN
311940,CORONEL FABRICIANO,MG
420440,CORONEL FREITAS,SC
240290,CORONEL JOÃO PESSOA,RN
290920,CORONEL JOÃO SÁ,BA
220285,CORONEL JOSÉ DIAS,PI
351260,CORONEL MACEDO,SP
420445,CORONEL MARTINS,SC
311950,CORONEL MURTA,MG
311960,CORONEL PACHECO,MG
430593,CORONEL PILAR,RS
500315,CORONEL SAPUCAIA,MS
410650,CORONEL VIVIDA,PR
311970,CORONEL XAVIER CHAVES,MG
311980,CÓRREGO DANTA,MG
311990,CÓRREGO DO BOM JESUS,MG
520570,CÓRREGO DO OURO,GO
311995,CÓRREGO FUNDO,MG
312000,CÓRREGO NOVO,MG
420455,CORREIA PINTO,SC
220290,CORRENTE,PI
260470,CORRENTES,PE
290930,CORRENTINA,BA
260480,CORTÊS,PE
500320,CORUMBÁ,MS
520580,CORUMBÁ DE GOIÁS,GO
520590,CORUMBAÍBA,GO
351270,CORUMBATAÍ,SP
410655,CORUMBATAÍ DO SUL,PR
110007,CORUMBIARA,RO
420450,CORUPÁ,SC
270230,CORURIPE,AL
351280,COSMÓPOLIS,SP
351290,COSMORAMA,SP
110008,COSTA MARQUES,RO
500325,COSTA RICA,MS
290940,COTEGIPE,BA
351300,COTIA,SP
430595,COTIPORÃ,RS
510337,COTRIGUAÇU,MT
312010,COUTO DE MAGALHÃES DE MINAS,MG
170600,COUTO MAGALHÃES,TO
430597,COXILHA,RS
500330,COXIM,MS
250485,COXIXOLA,PB
270235,CRAÍBAS,AL
230410,CRATEÚS,CE
230420,CRATO,CE
351310,CRAVINHOS,SP
290950,CRAVOLÂNDIA,BA
420460,CRICIÚMA,SC
312015,CRISÓLITA,MG
290960,CRISÓPOLIS,BA
430600,CRISSIUMAL,RS
312020,CRISTAIS,MG
351320,CRISTAIS PAULISTA,SP
430605,CRISTAL,RS
430607,CRISTAL DO SUL,RS
170610,CRISTALÂNDIA,TO
220300,CRISTALÂNDIA DO PIAUÍ,PI
312030,CRISTÁLIA,MG
520620,CRISTALINA,GO
312040,CRISTIANO OTONI,MG
520630,CRISTIANÓPOLIS,GO
312050,CRISTINA,MG
280170,CRISTINÁPOLIS,SE
220310,CRISTINO CASTRO,PI
290970,CRISTÓPOLIS,BA
520640,CRIXÁS,GO
170625,CRIXÁS DO TOCANTINS,TO
230423,CROATÁ,CE
520650,CROMÍNIA,GO
312060,CRUCILÂNDIA,MG
230425,CRUZ,CE
430610,CRUZ ALTA,RS
290980,CRUZ DAS ALMAS,BA
250490,CRUZ DO ESPÍRITO SANTO,PB
410680,CRUZ MACHADO,PR
351330,CRUZÁLIA,SP
430613,CRUZALTENSE,RS
351340,CRUZEIRO,SP
312070,CRUZEIRO DA FORTALEZA,MG
410657,CRUZEIRO DO IGUAÇU,PR
410660,CRUZEIRO DO OESTE,PR
120020,CRUZEIRO DO SUL (AC),AC
410670,CRUZEIRO DO SUL (PR),PR
430620,CRUZEIRO DO SUL (RS),RS
240300,CRUZETA,RN
312080,CRUZÍLIA,MG
410685,CRUZMALTINA,PR
351350,CUBATÃO,SP
250500,CUBATI,PB
510340,CUIABÁ,MT
250510,CUITÉ,PB
250523,CUITÉ DE MAMANGUAPE,PB
250520,CUITEGI,PB
110094,CUJUBIM,RO
520660,CUMARI,GO
260490,CUMARU,PE
150276,CUMARU DO NORTE,PA
280190,CUMBE,SE
351360,CUNHA,SP
420470,CUNHA PORÃ,SC
420475,CUNHATAÍ,SC
312083,CUPARAQUE,MG
260500,CUPIRA,PE
290990,CURAÇÁ,BA
220320,CURIMATÁ,PI
150277,CURIONÓPOLIS,PA
410690,CURITIBA,PR
420480,CURITIBANOS,SC
410700,CURIÚVA,PR
220323,CURRAIS,PI
240310,CURRAIS NOVOS,RN
250527,CURRAL DE CIMA,PB
312087,CURRAL DE DENTRO,MG
220327,CURRAL NOVO DO PIAUÍ,PI
250530,CURRAL VELHO,PB
150280,CURRALINHO,PA
220325,CURRALINHOS,PI
150285,CURUÁ,PA
150290,CURUÇÁ,PA
210370,CURURUPU,MA
510343,CURVELÂNDIA,MT
312090,CURVELO,MG
260510,CUSTÓDIA,PE
160021,CUTIAS,AP
520670,DAMIANÓPOLIS,GO
250535,DAMIÃO,PB
520680,DAMOLÂNDIA,GO
170650,DARCINÓPOLIS,TO
291000,DÁRIO MEIRA,BA
312100,DATAS,MG
430630,DAVID CANABARRO,RS
520690,DAVINÓPOLIS (GO),GO
210375,DAVINÓPOLIS (MA),MA
312110,DELFIM MOREIRA,MG
312120,DELFINÓPOLIS,MG
270240,DELMIRO GOUVEIA,AL
312125,DELTA,MG
220330,DEMERVAL LOBÃO,PI
510345,DENISE,MT
500345,DEODÁPOLIS,MS
230426,DEPUTADO IRAPUAN PINHEIRO,CE
430632,DERRUBADAS,RS
351370,DESCALVADO,SP
420490,DESCANSO,SC
312130,DESCOBERTO,MG
250540,DESTERRO,PB
312140,DESTERRO DE ENTRE RIOS,MG
312150,DESTERRO DO MELO,MG
430635,DEZESSEIS DE NOVEMBRO,RS
351380,DIADEMA,SP
250560,DIAMANTE,PB
410715,DIAMANTE D'OESTE,PR
410710,DIAMANTE DO NORTE,PR
410712,DIAMANTE DO SUL,PR
312160,DIAMANTINA,MG
510350,DIAMANTINO,MT
170700,DIANÓPOLIS,TO
291005,DIAS D'ÁVILA,BA
430637,DILERMANDO DE AGUIAR,RS
312170,DIOGO DE VASCONCELOS,MG
312180,DIONÍSIO,MG
420500,DIONÍSIO CERQUEIRA,SC
520710,DIORAMA,GO
351385,DIRCE REIS,SP
220335,DIRCEU ARCOVERDE,PI
280200,DIVINA PASTORA,SE
312190,DIVINÉSIA,MG
312200,DIVINO,MG
312210,DIVINO DAS LARANJEIRAS,MG
320180,DIVINO DE SÃO LOURENÇO,ES
351390,DIVINOLÂNDIA,SP
312220,DIVINOLÂNDIA DE MINAS,MG
312230,DIVINÓPOLIS,MG
520830,DIVINÓPOLIS DE GOIÁS,GO
170710,DIVINÓPOLIS DO TOCANTINS,TO
312235,DIVISA ALEGRE,MG
312240,DIVISA NOVA,MG
312245,DIVISÓPOLIS,MG
351400,DOBRADA,SP
351410,DOIS CÓRREGOS,SP
430640,DOIS IRMÃOS,RS
430642,DOIS IRMÃOS DAS MISSÕES,RS
500348,DOIS IRMÃOS DO BURITI,MS
170720,DOIS IRMÃOS DO TOCANTINS,TO
430645,DOIS LAJEADOS,RS
270250,DOIS RIACHOS,AL
410720,DOIS VIZINHOS,PR
351420,DOLCINÓPOLIS,SP
510360,DOM AQUINO,MT
291010,DOM BASÍLIO,BA
312247,DOM BOSCO,MG
312250,DOM CAVATI,MG
150293,DOM ELISEU,PA
220340,DOM EXPEDITO LOPES,PI
430650,DOM FELICIANO,RS
220345,DOM INOCÊNCIO,PI
312260,DOM JOAQUIM,MG
291020,DOM MACEDO COSTA,BA
430660,DOM PEDRITO,RS
210380,DOM PEDRO,MA
430655,DOM PEDRO DE ALCÂNTARA,RS
312270,DOM SILVÉRIO,MG
312280,DOM VIÇOSO,MG
320190,DOMINGOS MARTINS,ES
220342,DOMINGOS MOURÃO,PI
420510,DONA EMMA,SC
312290,DONA EUSÉBIA,MG
430670,DONA FRANCISCA,RS
250570,DONA INÊS,PB
312300,DORES DE CAMPOS,MG
312310,DORES DE GUANHÃES,MG
312320,DORES DO INDAIÁ,MG
320200,DORES DO RIO PRETO,ES
312330,DORES DO TURVO,MG
312340,DORESÓPOLIS,MG
260515,DORMENTES,PE
500350,DOURADINA (MS),MS
410725,DOURADINA (PR),PR
351430,DOURADO,SP
312350,DOURADOQUARA,MG
500370,DOURADOS,MS
410730,DOUTOR CAMARGO,PR
430673,DOUTOR MAURÍCIO CARDOSO,RS
420515,DOUTOR PEDRINHO,SC
430675,DOUTOR RICARDO,RS
240320,DOUTOR SEVERIANO,RN
412863,DOUTOR ULYSSES,PR
520725,DOVERLÂNDIA,GO
351440,DRACENA,SP
351450,DUARTINA,SP
330160,DUAS BARRAS,RJ
250580,DUAS ESTRADAS,PB
170730,DUERÉ,TO
351460,DUMONT,SP
210390,DUQUE BACELAR,MA
330170,DUQUE DE CAXIAS,RJ
312352,DURANDÉ,MG
351470,ECHAPORÃ,SP
320210,ECOPORANGA,ES
520735,EDEALINA,GO
520740,EDÉIA,GO
130140,EIRUNEPÉ,AM
500375,ELDORADO (MS),MS
351480,ELDORADO (SP),SP
150295,ELDORADO DO CARAJÁS,PA
430676,ELDORADO DO SUL,RS
220350,ELESBÃO VELOSO,PI
351490,ELIAS FAUSTO,SP
220360,ELISEU MARTINS,PI
351492,ELISIÁRIO,SP
291030,ELÍSIO MEDRADO,BA
